TradeId,Expiry,CP,2weeks2Mat,Strike,LocalCap,Book,Notional,PresentValueT0,assetId,deltaT0,gammaT0,vegaT0,PresentValueT1,deltaT1,gammaT1,vegaT1,dPx,ddelta,dgamma,dvega
744214,2022-04-20,WCMB,29,1384.15,11.3,AXADESCS,1570000,60373.98904,.RUT,0 ,-0.01,-5478.12,56638.04,0.07,0.00,-5787.27,0.002379583,1.13566E-07,-3.44562E-09,0.000196913
746959,2022-05-04,WCMB,30,1388.846,11.3,AXADESCS,4136000,450551.5794,.RUT,5 ,-0.05,-6689.50,457779.28,4.36,-0.03,-14759.83,-0.00174751,8.4632E-08,-4.97219E-09,0.001951242
749775,2022-05-18,SCN,31,1361.077,11.1,AXADESCS,7940000,1378547.355,.RUT,31 ,-0.18,-31717.52,1374410.01,28.31,-0.11,-31287.26,0.000521076,3.49136E-07,-8.38244E-09,-5.41898E-05
758062,2022-06-15,BOA,33,1410.084,11.3,AXADESCS,9599000,2043021.946,.RUT,105 ,-0.09,-42070.11,2043170.50,87.12,-0.16,-41123.01,-1.54763E-05,1.89277E-06,6.5124E-09,-9.86668E-05
762354,2022-07-06,GSFM,34,1400.815,11.3,AXADESCS,11949000,2509253.251,.RUT,153 ,-0.50,-53659.81,2544809.47,133.67,-0.11,-49536.04,-0.002975665,1.6441E-06,-3.24728E-08,-0.000345114
764740,2022-07-20,WMST,35,1442.354,10.7,AXADESCS,7950000,1532429.327,.RUT,139 ,-0.43,-37035.70,1542840.97,124.72,-0.65,-36509.77,-0.00130964,1.76721E-06,2.84569E-08,-6.61553E-05
764742,2023-07-19,WMST,61,1442.354,11.7,AXADESCS,45000,9567.182618,.RUT,1 ,0.00,-340.13,9570.62,0.71,0.00,-343.02,-7.63612E-05,2.20329E-06,5.20664E-08,6.41698E-05
766956,2022-08-03,WCMB,36,1405.229,10.6,AXADESCS,7282000,1379972.228,.RUT,178 ,-0.88,-35087.01,1390152.42,173.07,-0.52,-34523.43,-0.001397993,6.7255E-07,-4.9213E-08,-7.73941E-05
769137,2022-08-17,GSFM,37,1358.94,10.9,AXADESCS,10226000,2568350.843,.RUT,297 ,-1.04,-54007.90,2601542.07,282.43,-0.53,-50860.57,-0.003245768,1.39246E-06,-5.05159E-08,-0.000307776
769139,2023-08-16,GSFM,63,1358.94,11.3,AXADESCS,712000,181019.6833,.RUT,20 ,-0.09,-5760.42,181927.67,20.33,-0.04,-5543.39,-0.001275264,-5.32165E-07,-7.09254E-08,-0.000304823
772403,2022-08-31,GSFM,38,1398.674,9.6,AXADESCS,10171000,1990398.283,.RUT,315 ,-1.02,-53678.46,1999229.91,298.74,-0.41,-52387.23,-0.000868315,1.58961E-06,-6.06272E-08,-0.000126952
775248,2022-09-14,GSFM,39,1444.184,9.7,AXADESCS,8074000,1327764.104,.RUT,233 ,-0.74,-40942.33,1344485.61,222.93,-0.52,-39624.30,-0.002071032,1.27797E-06,-2.67986E-08,-0.000163244
775250,2023-09-20,GSFM,66,1444.184,10.3,AXADESCS,2301000,399205.131,.RUT,69 ,-0.12,-17971.22,387876.20,64.79,-0.25,-18256.71,0.004923479,1.94388E-06,5.63456E-08,0.000124072
793799,2022-12-14,SCN,46,1547.107,9.8,AXADESCS,9068000,1829482.92,.RUT,890 ,-1.03,-64429.72,1863460.86,840.39,-2.34,-63138.94,-0.003747016,5.48411E-06,1.44433E-07,-0.000142344
793805,2023-12-20,SCN,72,1547.107,10.5,AXADESCS,4767000,1062955.663,.RUT,491 ,-0.52,-44612.67,1064701.95,465.67,-1.14,-42848.60,-0.000366328,5.21255E-06,1.31211E-07,-0.000370058
795936,2023-01-04,CSFI,47,1555.724,9.5,AXADESCS,7479000,1313249.794,.RUT,865 ,-1.99,-52473.46,1355019.96,850.51,-2.12,-51620.40,-0.005584994,1.95278E-06,1.69269E-08,-0.000114061
795938,2024-01-03,CSFI,73,1555.724,10.4,AXADESCS,2652000,537792.9185,.RUT,334 ,-1.09,-24234.46,536274.10,326.82,-1.46,-24625.40,0.000572709,2.6868E-06,1.38548E-07,0.000147416
798608,2023-01-18,SCN,48,1576.729,10.6,AXADESCS,7505000,1733333.715,.RUT,"1,217 ",-2.95,-56221.80,1756754.71,1197.07,-1.36,-54050.72,-0.003120718,2.63908E-06,-2.11771E-07,-0.000289285
798610,2024-01-17,SCN,74,1576.729,11.5,AXADESCS,2467000,638724.7686,.RUT,422 ,-0.62,-23940.81,642686.95,425.54,-0.50,-23386.29,-0.001606073,-1.336E-06,-4.86594E-08,-0.000224776
802031,2023-02-01,SCN,49,1579.866,11.1,AXADESCS,7914000,1891561.4,.RUT,"1,294 ",-2.44,-59226.47,1927088.86,1299.58,-1.86,-59150.37,-0.004489192,-7.53736E-07,-7.28737E-08,-9.616E-06
802033,2024-01-31,SCN,75,1579.866,11.6,AXADESCS,3792000,940610.8129,.RUT,646 ,-0.98,-35460.93,953108.34,635.79,-1.33,-36846.82,-0.003295761,2.82249E-06,9.23966E-08,0.000365477
807145,2023-02-15,WMST,50,1537.197,11.6,AXADESCS,7918000,1762920.233,.RUT,"1,579 ",-2.54,-56597.13,1785742.46,1558.96,-4.03,-54043.57,-0.002882323,2.58196E-06,1.87788E-07,-0.0003225
807147,2024-02-14,WMST,76,1537.197,12.3,AXADESCS,3394000,805839.6677,.RUT,693 ,-1.37,-30750.67,816804.69,698.81,-1.23,-30608.17,-0.003230708,-1.6303E-06,-3.86129E-08,-4.19864E-05
813608,2023-03-15,GSFM,52,1576.618,10.8,AXADESCS,7314000,-1469085.999,.RUT,(0),0.00,-34017.00,-1467534.43,0.00,0.00,-35031.15,-0.000212137,-2.32083E-11,1.97592E-11,0.000138658
818010,2023-04-05,SCN,54,1542.927,10.9,AXADESCS,10903000,-1531259.516,.RUT,0 ,0.00,-51141.75,-1551265.77,0.00,0.00,-53771.24,0.001834931,1.32127E-10,-2.371E-10,0.000241172
818014,2024-04-03,WMST,80,1542.927,11.7,AXADESCS,6430000,-812296.9858,.RUT,1 ,-0.20,-39853.87,-831537.20,0.29,-0.27,-39697.62,0.002992258,8.36469E-08,1.11021E-08,-2.42997E-05
820796,2023-04-19,GSFM,55,1573.818,10.7,AXADESCS,6410000,-517318.9211,.RUT,0 ,0.00,-34841.59,-515338.85,0.59,0.00,-34448.19,-0.000308903,-9.13682E-08,2.65211E-19,-6.13723E-05
820798,2024-04-17,GSFM,81,1573.818,11.7,AXADESCS,4545000,-276730.018,.RUT,0 ,0.00,-32998.19,-278200.91,1.07,0.13,-29181.52,0.000323628,-2.15789E-07,-2.92441E-08,-0.000839753
823962,2023-05-03,GSFM,56,1546.558,10.7,AXADESCS,7410000,-63150.97119,.RUT,8 ,0.01,-46492.48,-82535.76,18.05,0.80,-25397.40,0.002616031,-1.37393E-06,-1.05848E-07,-0.002846839
823966,2024-05-01,JPCH,82,1546.558,11.7,AXADESCS,4934000,5930.946777,.RUT,42 ,-0.44,-27600.51,47248.70,2.06,0.54,-37153.60,-0.008374089,8.19322E-06,-1.98857E-07,0.001936175
826778,2024-05-15,BOA,83,1625.29,11.7,AXADESCS,4246000,260299.6746,.RUT,12 ,-0.32,-32918.32,255132.54,12.27,0.50,-34974.26,0.001216942,-1.28448E-07,-1.93337E-07,0.000484206
826780,2023-05-17,GSFM,57,1625.29,10.3,AXADESCS,5959000,213851.3676,.RUT,17 ,-0.09,-38420.36,209796.02,17.80,-0.02,-38673.88,0.000680541,-7.52554E-08,-1.25314E-08,4.25441E-05
834977,2024-06-19,JPCH,85,1688.95,11.7,AXADESCS,5445000,515879.1486,.RUT,53 ,-0.16,-42611.24,490930.63,46.16,-0.34,-46836.44,0.004581913,1.23823E-06,3.37686E-08,0.000775978
839445,2023-07-05,BOA,60,1679.482,10,AXADESCS,6458000,404379.4617,.RUT,65 ,-0.01,-43857.51,396613.19,58.11,-0.35,-41751.59,0.001202582,1.10162E-06,5.29646E-08,-0.000326095
839447,2024-07-02,JPCH,86,1679.482,11.7,AXADESCS,6742000,631738.3739,.RUT,80 ,1.40,-50735.62,617723.23,74.97,-0.35,-52088.58,0.002078781,7.43893E-07,2.58652E-07,0.000200676
841681,2023-07-19,WMST,61,1701.311,9.7,AXADESCS,5268000,299813.9124,.RUT,70 ,-0.38,-37836.50,300188.20,65.66,-0.22,-35906.81,-7.10495E-05,8.68389E-07,-2.96702E-08,-0.000366305
849951,2023-09-06,GSFM,65,1714.468,10,AXADESCS,8739000,814873.2043,.RUT,247 ,-0.79,-69867.88,830504.28,246.96,-0.60,-64075.24,-0.001788658,-9.56747E-09,-2.22534E-08,-0.000662849
853132,2023-09-20,GSFM,66,1720.184,10,AXADESCS,6151000,342928.021,.RUT,166 ,-0.18,-43987.55,360813.47,153.52,-0.14,-43761.06,-0.00290773,2.02754E-06,-7.19795E-09,-3.68214E-05
853134,2024-09-18,GSFM,92,1720.184,11.2,AXADESCS,6880000,544873.7279,.RUT,199 ,0.13,-54595.30,570047.74,182.05,-0.10,-56945.06,-0.003659014,2.47055E-06,3.41165E-08,0.000341536
855798,2023-10-04,GSFM,67,1646.911,10.4,AXADESCS,5632000,449871.9501,.RUT,140 ,-0.36,-41226.02,475135.36,133.71,-0.45,-37817.66,-0.004485691,1.11568E-06,1.70603E-08,-0.000605177
855800,2024-10-02,GSFM,93,1646.911,11.2,AXADESCS,6211000,606393.5384,.RUT,161 ,-0.84,-53680.19,638791.76,159.28,-3.35,-51511.24,-0.005216265,3.44051E-07,4.02951E-07,-0.00034921
860676,2023-10-18,WMST,68,1560.752,10.7,AXADESCS,5240000,680568.6404,.RUT,201 ,-1.04,-41266.56,692127.82,195.51,-0.24,-38802.04,-0.00220595,9.90915E-07,-1.53457E-07,-0.000470329
860678,2024-10-16,WMST,94,1560.752,11.2,AXADESCS,6038000,868227.4179,.RUT,237 ,-17.98,-55376.69,885355.26,231.13,-1.39,-53751.40,-0.002836675,1.03573E-06,-2.74846E-06,-0.000269177
864330,2023-11-01,GSFM,69,1544.98,11.1,AXADESCS,6474000,743221.4083,.RUT,257 ,-0.84,-47575.19,767468.44,247.46,-2.44,-44395.21,-0.003745293,1.43861E-06,2.469E-07,-0.000491193
864332,2024-11-06,GSFM,95,1544.98,11.2,AXADESCS,4215000,519904.4253,.RUT,170 ,1.41,-38170.55,535184.83,166.05,-0.24,-39983.89,-0.003625244,1.0468E-06,3.89916E-07,0.000430212
867201,2023-11-15,WMST,70,1524.122,10.7,AXADESCS,5058000,1097698.45,.RUT,331 ,-1.13,-45665.72,1103965.53,320.37,-0.63,-43313.30,-0.001239044,2.13098E-06,-9.82632E-08,-0.00046509
867203,2024-11-20,WMST,96,1524.122,11.5,AXADESCS,4717000,1135996.136,.RUT,310 ,-6.72,-45397.74,1144041.27,311.03,-0.64,-47751.88,-0.001705561,-1.87715E-07,-1.28732E-06,0.000499075
871856,2024-12-04,WMST,97,1477.412,11.5,AXADESCS,7470000,2196921.475,.RUT,621 ,-3.12,-78928.49,2194571.41,604.08,-2.21,-73433.47,0.000314601,2.31983E-06,-1.21451E-07,-0.000735612
875886,2023-12-20,BOA,72,1326.002,11.9,AXADESCS,4799000,1492952.4,.RUT,563 ,-2.14,-46493.67,1500477.58,555.71,-1.46,-45213.44,-0.001568073,1.60936E-06,-1.42761E-07,-0.000266769
875888,2024-12-18,BOA,98,1326.002,11.5,AXADESCS,6507000,1988409.11,.RUT,739 ,2.54,-71087.38,2004408.12,726.59,-1.64,-70912.74,-0.002458739,1.98065E-06,6.42883E-07,-2.68379E-05
878505,2024-01-03,WMST,73,1330.831,11.2,AXADESCS,4969000,1334198.905,.RUT,685 ,-1.86,-47222.18,1327517.37,665.29,-1.32,-49049.12,0.001344645,3.89861E-06,-1.08001E-07,0.000367668
878507,2024-12-31,JPCH,99,1330.831,12,AXADESCS,4417000,1360957.001,.RUT,646 ,-1.77,-44871.47,1355833.18,634.60,-1.72,-52026.88,0.001160023,2.50873E-06,-1.10236E-08,0.00161997
881950,2024-01-17,WMST,74,1467.249,9.7,AXADESCS,4290000,846516.4341,.RUT,634 ,-1.79,-40509.50,843727.10,616.25,-1.19,-41016.54,0.000650195,4.09002E-06,-1.39849E-07,0.000118193
881952,2025-01-15,WMST,100,1467.249,12,AXADESCS,4149000,1196007.144,.RUT,748 ,-2.32,-46399.23,1198216.68,720.02,-1.71,-46212.42,-0.000532547,6.82131E-06,-1.47827E-07,-4.50253E-05
885218,2024-01-31,JPCH,75,1505.625,9.2,AXADESCS,6919000,1225738.881,.RUT,975 ,-1.47,-70005.07,1236689.02,967.31,-1.81,-66795.47,-0.001582618,1.05316E-06,4.91348E-08,-0.000463882
887679,2024-02-14,JPCH,76,1575.547,9.2,AXADESCS,4573000,649044.5433,.RUT,737 ,-1.14,-43577.90,649096.29,731.07,-1.12,-42636.55,-1.13165E-05,1.34246E-06,-5.21111E-09,-0.00020585
887681,2025-02-19,JPCH,103,1575.547,11,AXADESCS,3702000,703515.9126,.RUT,674 ,0.26,-39583.06,714152.90,685.40,-3.64,-38754.03,-0.002873309,-3.14254E-06,1.0525E-06,-0.000223941
890609,2024-03-06,CSFI,78,1523.629,9.6,AXADESCS,5440000,450292.4003,.RUT,783 ,-1.34,-46456.93,455349.14,784.21,-1.06,-46419.49,-0.000929548,-1.73338E-07,-5.16551E-08,-6.88327E-06
890610,2025-03-05,CSFI,104,1523.629,11,AXADESCS,4392000,535248.8901,.RUT,698 ,-2.95,-48337.06,555256.00,681.53,0.71,-41546.62,-0.004555352,3.8034E-06,-8.33667E-07,-0.001546092
894010,2024-03-20,CITI,79,1562.412,9.6,AXADESCS,3487000,-786731.3,.RUT,(0),0.00,-20789.79,-782315.25,0.22,0.00,-20367.50,-0.001266432,-1.30866E-07,1.42985E-09,-0.000121104
894012,2025-03-19,CITI,105,1562.412,11.5,AXADESCS,8060000,-1484391.445,.RUT,3 ,1.07,-52013.15,-1504563.29,19.50,-1.19,-54458.93,0.00250271,-2.01032E-06,2.79755E-07,0.000303447
897346,2024-04-03,CSFI,80,1567.494,9.8,AXADESCS,3893000,-659090.2799,.RUT,0 ,0.00,-25459.31,-650496.65,0.02,0.68,-25603.20,-0.002207457,1.09048E-09,-1.75617E-07,3.696E-05
897349,2025-04-02,CSFI,106,1567.494,11.5,AXADESCS,7318000,-977212.0059,.RUT,(2),1.45,-48982.96,-965017.06,-10.54,-7.69,-40021.54,-0.001666432,1.14825E-06,1.24875E-06,-0.001224572
900425,2024-04-17,CSFI,81,1565.748,9.8,AXADESCS,3683000,-336093.7784,.RUT,0 ,0.00,-27600.86,-338383.80,-3.00,-0.68,-19224.92,0.000621782,8.48794E-07,1.85313E-07,-0.002274216
904322,2024-05-01,WMST,82,1582.651,9.8,AXADESCS,3488000,-177811.9153,.RUT,11 ,-1.72,-14772.26,-158009.88,4.58,3.27,-35389.53,-0.00567719,1.93977E-06,-1.43028E-06,0.005910915
904325,2025-04-30,WMST,108,1582.651,11.5,AXADESCS,5649000,-34582.94914,.RUT,7 ,2.33,-47389.96,-23375.40,4.63,0.20,-49929.96,-0.001983989,3.99721E-07,3.76833E-07,0.000449637
907479,2024-05-15,CSFI,83,1557.239,9.8,AXADESCS,3534000,80827.01053,.RUT,8 ,-0.12,-28300.29,75939.59,13.48,1.15,-28025.86,0.001382971,-1.66266E-06,-3.59108E-07,-7.76522E-05
907481,2025-05-14,CSFI,109,1557.239,11.5,AXADESCS,7951000,530850.3748,.RUT,16 ,-4.06,-72232.11,529809.77,26.89,0.36,-74488.94,0.000130877,-1.3425E-06,-5.55896E-07,0.000283842
912592,2024-06-05,CSFI,84,1503.538,9.6,AXADESCS,4187000,236950.1402,.RUT,29 ,-0.08,-35955.39,232295.50,27.77,-0.12,-37521.06,0.00111169,2.19879E-07,9.94433E-09,0.000373935
912594,2025-06-04,CSFI,110,1503.538,11.5,AXADESCS,8606000,851816.7046,.RUT,66 ,-0.16,-81071.00,884464.04,72.74,-0.06,-87753.54,-0.003793555,-7.62567E-07,-1.08096E-08,0.000776497
916429,2025-06-18,WMST,111,1563.495,11.5,AXADESCS,7508000,786920.7216,.RUT,48 ,-1.48,-67110.90,765107.91,70.75,3.73,-77136.79,0.002905276,-2.96346E-06,-6.94294E-07,0.001335362
919582,2024-07-02,CSFI,86,1572.122,8.9,AXADESCS,2231000,99169.66908,.RUT,21 ,-0.79,-19909.98,92920.72,17.99,-0.07,-17985.27,0.002800965,1.24034E-06,-3.24426E-07,-0.000862714
923249,2024-07-17,JPCH,87,1555.624,9.3,AXADESCS,2656000,132729.4955,.RUT,35 ,-0.37,-20463.88,132741.93,33.34,0.04,-23019.23,-4.68302E-06,6.39238E-07,-1.52105E-07,0.000962102
923251,2025-07-16,GSFM,113,1555.624,11,AXADESCS,5741000,541585.9514,.RUT,83 ,-1.50,-55074.56,550136.72,80.59,0.00,-56023.61,-0.001489422,4.59484E-07,-2.60853E-07,0.000165311
926124,2024-07-31,WMST,88,1550.764,9.3,AXADESCS,2468000,117543.6055,.RUT,49 ,-0.34,-21258.97,118242.75,45.13,-0.13,-21754.00,-0.000283283,1.45316E-06,-8.80055E-08,0.000200579
926126,2025-08-06,WMST,115,1550.764,11,AXADESCS,8056000,743230.4541,.RUT,176 ,-0.41,-83038.25,746333.69,157.94,-0.41,-81412.50,-0.000385208,2.2148E-06,1.38168E-10,-0.000201806
935199,2024-09-04,CSFI,91,1510.745,9.3,AXADESCS,2426000,251219.4058,.RUT,65 ,-1.04,-21481.98,249878.07,63.83,-0.27,-23187.73,0.000552901,5.82054E-07,-3.1363E-07,0.000703112
938866,2024-09-18,CSFI,92,1561.474,9.5,AXADESCS,1526000,77211.8951,.RUT,38 ,-0.95,-13251.27,78141.07,35.75,-0.04,-12837.23,-0.000608897,1.38872E-06,-5.92664E-07,-0.000271324
938868,2025-09-17,CITI,118,1561.474,11,AXADESCS,7559000,688572.0026,.RUT,183 ,-7.54,-71958.22,682174.47,184.58,-0.90,-48311.28,0.000846347,-1.68915E-07,-8.77946E-07,-0.003128316
943075,2024-10-02,CSFI,93,1486.347,10,AXADESCS,1415000,109076.2187,.RUT,34 ,-0.04,-12180.29,106916.38,34.26,0.00,-13145.27,0.001526385,-4.76798E-07,-2.61282E-08,0.000681965
947004,2024-10-16,CSFI,94,1541.844,9.5,AXADESCS,1316000,133979.703,.RUT,46 ,-0.26,-11415.11,135889.15,44.91,-0.12,-12398.25,-0.001450944,1.01398E-06,-1.06139E-07,0.000747065
953268,2024-11-06,CSFI,95,1593.99,9.2,AXADESCS,2648000,147220.7304,.RUT,91 ,0.02,-23632.36,160293.05,86.35,0.44,-24402.20,-0.004936677,1.89803E-06,-1.59718E-07,0.000290723
953270,2025-11-05,JPCH,121,1593.99,11,AXADESCS,12700000,1311336.64,.RUT,480 ,3.35,-137149.36,1316456.20,503.99,0.80,-127092.87,-0.000403115,-1.85061E-06,2.00477E-07,-0.00079185
956408,2024-11-20,JPCH,96,1583.962,9.2,AXADESCS,1926000,248875.2766,.RUT,104 ,-0.10,-19662.91,253133.27,98.45,-0.14,-20158.73,-0.002210798,2.87203E-06,1.96223E-08,0.000257434
956410,2025-11-19,CSFI,122,1583.962,11,AXADESCS,6748000,1318687.311,.RUT,376 ,-21.29,-75783.73,1334210.07,432.74,-1.09,-76246.82,-0.00230035,-8.35903E-06,-2.9938E-06,6.86263E-05
961161,2024-12-04,BBI,97,1614.833,9.5,AXADESCS,1748000,235623.3478,.RUT,118 ,0.25,-19962.98,231749.19,112.46,-1.44,-14853.33,0.002216338,3.37061E-06,9.65036E-07,-0.002923145
961162,2025-12-03,BBI,123,1614.833,10,AXADESCS,5584000,890507.6861,.RUT,402 ,7.01,-69026.30,892895.57,300.96,-32.16,-62650.49,-0.00042763,1.80994E-05,7.01431E-06,-0.0011418
965145,2024-12-18,CSFI,98,1667.094,9.5,AXADESCS,1882000,224948.9563,.RUT,168 ,0.16,-21412.51,230966.47,159.01,-0.61,-20240.57,-0.003197402,4.75818E-06,4.08196E-07,-0.00062271
965148,2025-12-17,BBI,124,1667.094,10,AXADESCS,6635000,964302.332,.RUT,602 ,-26.01,-74340.97,982592.55,593.47,2.06,-66059.60,-0.002756627,1.27756E-06,-4.23096E-06,-0.001248134
966089,2024-07-17,BPA,87,1701.311,11.7,AXADESCS,4505000,415031.8792,.RUT,67 ,-1.21,-38248.40,416646.33,66.63,-0.13,-36444.51,-0.000358369,3.57137E-08,-2.39954E-07,-0.000400418
966090,2023-08-16,BPA,63,1685.752,10.1,AXADESCS,4849000,487414.4227,.RUT,120 ,-0.12,-35820.08,491802.59,117.39,-0.72,-35196.02,-0.000904963,6.37511E-07,1.22393E-07,-0.000128699
966091,2024-06-05,BPA,84,1667.775,11.7,AXADESCS,8203000,757917.9869,.RUT,70 ,-2.51,-68354.27,764861.11,72.98,-0.49,-69197.92,-0.000846413,-3.88049E-07,-2.46087E-07,0.000102846
966092,2024-08-14,BPA,89,1685.752,11.2,AXADESCS,4808000,585010.8942,.RUT,140 ,5.49,-43309.39,591199.27,128.53,-0.49,-44519.68,-0.0012871,2.40567E-06,1.24404E-06,0.000251724
966093,2022-11-30,BPA,45,1520.469,9.8,AXADESCS,11169000,2723525.256,.RUT,848 ,-1.56,-74041.39,2731898.03,843.71,-1.58,-74603.96,-0.000749644,3.90353E-07,2.30494E-09,5.03685E-05
966094,2023-08-02,BPA,62,1682.099,10,AXADESCS,7249000,424669.3856,.RUT,149 ,-0.80,-49803.80,435148.78,145.37,-0.33,-46590.91,-0.001445634,4.96233E-07,-6.40932E-08,-0.000443219
966095,2022-10-05,BPA,41,1512.088,9.8,AXADESCS,8021000,1373906.712,.RUT,217 ,-0.44,-40774.03,1372323.73,214.78,-0.86,-41584.55,0.000197355,3.33717E-07,5.1379E-08,0.000101049
966096,2023-12-06,BPA,71,1520.469,10.8,AXADESCS,5519000,1451617.084,.RUT,438 ,-0.86,-46778.86,1452448.54,420.76,-1.01,-49054.77,-0.000150653,3.13538E-06,2.60746E-08,0.000412378
966097,2023-10-04,BPA,67,1512.088,10.5,AXADESCS,3792000,688846.6543,.RUT,109 ,-0.10,-28944.43,687264.42,106.78,-0.32,-27677.85,0.000417255,6.00067E-07,5.91729E-08,-0.000334012
966098,2024-07-31,BPA,88,1682.099,11.2,AXADESCS,6208000,500430.1036,.RUT,136 ,-0.38,-54755.24,514236.74,134.67,-0.72,-46067.43,-0.002224007,2.37818E-07,5.59649E-08,-0.001399454
966099,2023-05-31,BPA,58,1667.775,10.3,AXADESCS,8800000,581885.7872,.RUT,57 ,-0.23,-55755.84,598117.55,57.96,-0.25,-54360.45,-0.001844518,-5.69609E-08,2.71125E-09,-0.000158567
966100,2023-11-15,BPA,70,1486.881,10.8,AXADESCS,3366000,831968.8264,.RUT,223 ,-0.48,-30231.68,835664.36,225.57,-0.38,-29322.06,-0.0010979,-7.7335E-07,-3.13161E-08,-0.000270237
966101,2022-11-16,BPA,44,1486.881,9.9,AXADESCS,9780000,2248622.178,.RUT,626 ,-1.95,-63733.19,2251642.76,587.61,-0.51,-64713.29,-0.000308852,3.90009E-06,-1.4743E-07,0.000100214
967367,2024-12-31,CSFI,99,1666.772,9.4,AXADESCS,2108000,223154.8289,.RUT,219 ,-0.84,-21875.40,228780.12,187.72,-16.80,-22635.78,-0.002668543,1.46364E-05,7.57191E-06,0.000360711
967370,2026-01-07,CSFI,126,1666.772,10,AXADESCS,6137000,850742.5763,.RUT,780 ,36.41,-91109.98,832684.95,648.98,-6.13,-88989.52,0.002942419,2.13585E-05,6.93189E-06,-0.00034552
970461,2025-01-15,CSFI,100,1705.215,8.7,AXADESCS,1205000,90070.66207,.RUT,150 ,-0.47,-13100.04,91743.50,147.16,-0.38,-12361.18,-0.001388246,2.62879E-06,-7.24704E-08,-0.000613162
970464,2026-01-21,BOA,127,1705.215,10,AXADESCS,5288000,621350.3606,.RUT,715 ,7.20,-66353.42,637494.42,713.45,-0.59,-67901.40,-0.003052961,3.67891E-07,1.47429E-06,0.000292735
975405,2025-02-05,CSFI,102,1677.457,8.8,AXADESCS,2056000,150118.9546,.RUT,256 ,-0.51,-21112.12,154951.75,257.48,-0.59,-22729.64,-0.002350584,-9.44196E-07,4.15982E-08,0.000786732
975408,2026-02-04,CSFI,128,1677.457,10,AXADESCS,6930000,817979.267,.RUT,936 ,-0.40,-88255.92,830147.95,913.82,-0.36,-83000.17,-0.001755943,3.20106E-06,-6.80108E-09,-0.000758406
980578,2025-02-19,BBI,103,1696.069,8.5,AXADESCS,1730000,90653.07809,.RUT,242 ,-0.29,-18798.14,95260.16,241.96,-1.12,-18603.67,-0.002663051,2.2755E-07,4.79028E-07,-0.000112412
980581,2026-02-18,CSFI,129,1696.069,10,AXADESCS,4368000,446559.031,.RUT,688 ,-2.71,-47979.12,456031.15,648.85,3.29,-43158.77,-0.002168524,8.97708E-06,-1.37229E-06,-0.00110356
989803,2025-03-05,CSFI,104,1478.824,9,AXADESCS,2797000,202599.1379,.RUT,385 ,-0.68,-30729.49,209975.65,379.53,-1.25,-30557.47,-0.002637293,1.98392E-06,2.05852E-07,-6.1502E-05
989806,2026-03-04,CSFI,130,1478.824,10,AXADESCS,5610000,611040.6105,.RUT,832 ,0.67,-79713.27,621877.06,788.36,-0.22,-56009.46,-0.001931631,7.72125E-06,1.58247E-07,-0.004225278
1005507,2025-03-19,CSFI,105,1058.749,19.2,AXADESCS,1888000,456645.2258,.RUT,(3),-4.13,-12530.51,457458.94,-0.64,0.09,-11099.36,-0.000430991,-1.15973E-06,-2.23518E-06,-0.000758025
1005510,2026-03-18,GSFM,131,1058.749,10,AXADESCS,5048000,419769.7988,.RUT,(3),3.45,-57404.19,434797.39,-65.69,-28.35,-51194.56,-0.002976939,1.24679E-05,6.29863E-06,-0.001230117
1013765,2025-04-02,CSFI,106,1085.808,12,AXADESCS,1076000,120368.0076,.RUT,(1),-0.18,-9811.01,117844.39,-0.01,0.01,-9313.97,0.002345372,-5.62059E-07,-1.76746E-07,-0.00046193
1013768,2026-04-01,CSFI,132,1085.808,11,AXADESCS,3147000,343946.2877,.RUT,3 ,0.31,-34577.80,346709.87,5.40,3.32,-30398.20,-0.000878164,-9.07058E-07,-9.56885E-07,-0.001328124
1020938,2026-04-15,BOA,133,1178.089,11,AXADESCS,3257000,373063.0392,.RUT,0 ,0.01,-38685.13,370012.44,112.61,36.49,-31385.09,0.000936629,-3.45417E-05,-1.12016E-05,-0.002241339
1020942,2025-04-16,BOA,107,1178.089,10.9,AXADESCS,517000,49024.88397,.RUT,0 ,0.00,-5240.54,49142.97,0.05,0.00,-5427.23,-0.000228406,3.59095E-08,-6.98837E-10,0.000361102
1028832,2025-04-30,BOA,108,1282.927,10.8,AXADESCS,420000,37269.14358,.RUT,1 ,-0.01,-4165.85,36347.06,-0.26,-0.34,-1965.85,0.002195444,1.89284E-06,7.6687E-07,-0.005238107
1028833,2026-05-06,BOA,134,1282.927,11,AXADESCS,3789000,418846.9747,.RUT,10 ,-0.12,-43004.56,433772.07,2.95,-0.28,-44894.27,-0.003939058,1.78396E-06,4.40439E-08,0.000498734
1041134,2025-06-04,WMST,110,1452.063,9.6,AXADESCS,626000,40159.67356,.RUT,1 ,-1.31,-5887.03,40141.56,3.82,-0.03,-6727.05,2.89401E-05,-3.85118E-06,-2.04121E-06,0.001341889
1041137,2026-06-03,WMST,136,1452.063,11,AXADESCS,2482000,272345.4834,.RUT,79 ,-19.78,-34498.66,275840.85,16.86,-1.12,-31484.06,-0.001408287,2.49113E-05,-7.51835E-06,-0.001214588
1047317,2025-06-18,WMST,111,1427.075,10.3,AXADESCS,595000,48103.31091,.RUT,5 ,-0.86,-5937.77,48023.06,4.94,-0.06,-6227.72,0.000134872,-2.84207E-07,-1.35365E-06,0.000487319
