TradeId,Expiry,CP,2weeks2Mat,Strike,LocalCap,Book,Notional,PresentValueT0,assetId,deltaT0,gammaT0,vegaT0,PresentValueT1,deltaT1,gammaT1,vegaT1,dPx,ddelta,dgamma,dvega
947006,2024-10-16,CSFI,94,2997.95,9.7,AXADESCS,6023000,758090.1906,.SPX,364 ,-0.72,-66554.33,793110.73,342.76,-0.81,-67465.17,-0.005814468,3.44763E-06,1.53048E-08,0.000151227
947009,2025-10-15,CSFI,120,2997.95,11,AXADESCS,27845000,4631579.996,.SPX,"1,858 ",-3.17,-367476.45,4877992.40,1748.46,-2.91,-365498.52,-0.008849431,3.94656E-06,-9.59146E-09,-7.10337E-05
953267,2024-11-06,BOA,95,3085.18,9.6,AXADESCS,13349000,1635125.569,.SPX,719 ,-1.43,-150682.88,1762070.42,692.87,-1.79,-161312.58,-0.00950969,1.9846E-06,2.74144E-08,0.000796292
956407,2024-11-20,CSFI,96,3103.54,9.6,AXADESCS,8453000,981547.4727,.SPX,588 ,-1.30,-94880.46,1022356.60,551.65,-1.06,-93728.82,-0.004827769,4.32257E-06,-2.78673E-08,-0.000136241
956409,2025-11-19,JPCH,122,3103.54,11,AXADESCS,29107000,4463729.735,.SPX,"2,172 ",-5.42,-399064.04,4747071.39,2169.53,-3.46,-397300.60,-0.009734485,8.58572E-08,-6.71169E-08,-6.05848E-05
960492,2023-08-02,CSFI,62,2472.16,9.1,AXADESCS,650000,200242.3418,.SPX,28 ,-0.07,-6259.91,203565.43,25.50,-0.03,-6080.57,-0.00511245,3.41507E-06,-6.20751E-08,-0.000275898
960493,2023-09-06,CSFI,65,2465.1,8.6,AXADESCS,5675000,1227094.832,.SPX,394 ,-1.05,-53981.78,1259328.60,372.11,-0.80,-53526.37,-0.005679959,3.94339E-06,-4.35214E-08,-8.0249E-05
960494,2022-08-31,CSFI,38,2465.1,7.8,AXADESCS,31027000,6380192.015,.SPX,"2,013 ",-4.80,-198316.20,6478788.25,1803.73,-3.60,-196791.26,-0.003177756,6.75943E-06,-3.88749E-08,-4.91488E-05
960495,2022-09-14,CSFI,39,2500.6,7.9,AXADESCS,21405000,5097160.4,.SPX,976 ,-1.63,-135945.27,5168530.12,922.27,-2.40,-131426.06,-0.003334254,2.50117E-06,3.6226E-08,-0.000211129
960496,2022-11-02,CSFI,43,2579.85,8.2,AXADESCS,15547000,4044793.518,.SPX,851 ,-1.81,-108601.15,4079324.88,829.89,-1.29,-105582.20,-0.002221095,1.37513E-06,-3.3206E-08,-0.000194182
960497,2023-11-01,CSFI,69,2579.85,9.3,AXADESCS,8814000,2530434.161,.SPX,548 ,-1.32,-88807.24,2581102.37,501.79,-1.03,-88661.48,-0.005748606,5.2919E-06,-3.30597E-08,-1.65379E-05
960498,2023-02-15,CSFI,50,2731.2,10.4,AXADESCS,18151000,4160757.415,.SPX,"2,498 ",-2.76,-118757.06,4266677.12,2449.18,-4.13,-123126.79,-0.005835475,2.66773E-06,7.59304E-08,0.000240743
960499,2024-02-14,CSFI,76,2731.2,11.2,AXADESCS,6480000,1621046.555,.SPX,930 ,-1.11,-58207.87,1655625.19,932.77,-0.86,-56927.14,-0.005336209,-3.8867E-07,-3.9552E-08,-0.000197643
960500,2023-05-31,CSFI,58,2770.37,11,AXADESCS,22249000,4854413.809,.SPX,522 ,-1.01,-169795.84,4935412.48,440.50,-0.79,-164902.78,-0.003640554,3.64586E-06,-9.79841E-09,-0.000219923
960501,2024-06-05,CSFI,84,2770.37,11,AXADESCS,27924000,6102554.15,.SPX,687 ,-1.29,-287126.05,6208907.74,615.92,-1.56,-280742.55,-0.00380868,2.54301E-06,9.77884E-09,-0.000228603
960502,2023-06-14,CSFI,59,2749.76,11,AXADESCS,22040000,4895642.884,.SPX,540 ,-1.55,-167540.70,4972228.58,496.73,-1.23,-167254.92,-0.00347485,1.96319E-06,-1.44608E-08,-1.29664E-05
960503,2024-06-19,CSFI,85,2749.76,11.5,AXADESCS,15641000,3650075.454,.SPX,411 ,-1.17,-155654.92,3632052.10,361.34,-0.37,-155825.73,0.001152315,3.16986E-06,-5.09074E-08,1.09207E-05
960504,2023-07-05,CSFI,60,2736.61,11.1,AXADESCS,15622000,3565476.196,.SPX,419 ,-0.66,-123969.14,3591679.66,375.12,-1.23,-121291.24,-0.001677344,2.79713E-06,3.67401E-08,-0.000171419
960505,2024-07-02,CSFI,86,2736.61,11.5,AXADESCS,20053000,4759155.865,.SPX,551 ,-1.27,-200962.47,4802679.34,496.01,-1.65,-198283.07,-0.002170422,2.76715E-06,1.8503E-08,-0.000133616
960506,2023-07-19,CSFI,61,2804.49,10.6,AXADESCS,16834000,3809417.018,.SPX,595 ,-1.26,-138425.24,3854146.11,547.79,-1.29,-141095.87,-0.002657068,2.81359E-06,2.02246E-09,0.000158645
960507,2024-07-17,CSFI,87,2804.49,12,AXADESCS,15091000,3793520.836,.SPX,611 ,-1.57,-157616.29,3857670.77,570.42,-1.13,-152904.54,-0.004250874,2.66076E-06,-2.90499E-08,-0.000312222
960508,2024-07-31,CSFI,88,2827.22,11.5,AXADESCS,17333000,4492802.736,.SPX,845 ,-2.10,-192940.37,4604398.24,836.31,-2.06,-183822.79,-0.006438326,5.27711E-07,-2.54337E-09,-0.000526024
960509,2023-08-16,CSFI,63,2840.69,10.5,AXADESCS,15312000,2509190.762,.SPX,737 ,-1.48,-124140.75,2567826.01,683.40,-1.36,-128152.96,-0.003829365,3.52143E-06,-8.18602E-09,0.000262031
960510,2024-08-14,CSFI,89,2840.69,11.5,AXADESCS,15447000,2943488.633,.SPX,832 ,-1.87,-160484.26,3040112.28,765.78,-1.48,-163196.62,-0.006255172,4.27709E-06,-2.54632E-08,0.000175591
960511,2023-09-06,CSFI,65,2878.05,10.2,AXADESCS,25001000,4060419.039,.SPX,"1,944 ",-4.77,-219298.07,4178742.06,1808.28,-3.38,-216161.65,-0.004732732,5.41023E-06,-5.55326E-08,-0.000125452
960512,2024-09-04,CSFI,91,2878.05,11.5,AXADESCS,25788000,5036667.434,.SPX,"2,362 ",-6.13,-279529.87,5210730.19,2157.53,-4.05,-276398.63,-0.006749758,7.9408E-06,-8.06749E-08,-0.000121422
960513,2023-09-20,CSFI,66,2930.75,10,AXADESCS,16206000,2840820.691,.SPX,842 ,-2.00,-142555.32,2925122.55,764.42,-1.89,-140182.40,-0.005201892,4.79166E-06,-7.17186E-09,-0.000146423
960514,2024-09-18,CSFI,92,2930.75,11.5,AXADESCS,18240000,3924751.252,.SPX,"1,089 ",-1.93,-201617.19,4063885.23,1008.86,-1.94,-194838.59,-0.007627959,4.39324E-06,1.25328E-10,-0.000371634
960515,2023-10-04,CSFI,67,2901.61,10.7,AXADESCS,19610000,3151729.428,.SPX,"1,036 ",-2.17,-169601.73,3279673.77,965.09,-1.37,-166443.81,-0.006524444,3.63741E-06,-4.0505E-08,-0.000161036
960516,2024-10-02,CSFI,93,2901.61,11.5,AXADESCS,19831000,3620578.158,.SPX,"1,131 ",-2.49,-216718.59,3799779.83,1042.54,-2.13,-209338.33,-0.009036441,4.45329E-06,-1.8142E-08,-0.000372158
961160,2025-12-03,CSFI,123,3117.43,10.5,AXADESCS,28885000,3661306.489,.SPX,"2,601 ",-3.66,-390539.17,3971898.75,2422.80,-3.70,-380647.32,-0.010752718,6.15907E-06,1.20757E-09,-0.000342456
961163,2024-12-04,CSFI,97,3117.43,10,AXADESCS,6324000,737954.8044,.SPX,542 ,-1.17,-69094.43,770536.74,513.32,-1.04,-70198.62,-0.005152108,4.50469E-06,-2.12636E-08,0.000174603
965144,2024-12-18,BOA,98,3205.37,10.1,AXADESCS,5588000,620324.0368,.SPX,503 ,-0.99,-60204.88,669013.81,488.27,-0.55,-62427.05,-0.008713273,2.60469E-06,-7.8208E-08,0.000397669
965147,2025-12-17,GSFM,124,3205.37,10.5,AXADESCS,29208000,3559528.914,.SPX,"2,773 ",-4.06,-402715.20,3920097.16,2578.74,-4.51,-387044.59,-0.012344846,6.6354E-06,1.5295E-08,-0.000536518
967366,2024-12-31,CSFI,99,3257.85,10.1,AXADESCS,7544000,805137.9309,.SPX,712 ,-1.49,-81962.89,865851.75,686.82,-1.55,-84589.50,-0.008047961,3.32218E-06,7.58717E-09,0.000348171
967369,2026-01-07,CSFI,126,3257.85,10.5,AXADESCS,23575000,2773638.239,.SPX,"2,324 ",-4.53,-315293.22,2970288.06,2232.58,-4.90,-320642.66,-0.008341456,3.89061E-06,1.59228E-08,0.000226912
970460,2025-01-15,BOA,100,3316.81,9.5,AXADESCS,5213000,417285.3538,.SPX,543 ,-0.77,-55883.49,453335.68,526.34,-1.03,-56389.64,-0.006915466,3.24319E-06,4.93585E-08,9.70935E-05
970463,2026-01-21,CSFI,127,3316.81,10.5,AXADESCS,19896000,2013329.454,.SPX,"2,225 ",-3.10,-266889.25,2223943.67,2192.76,-3.21,-261715.63,-0.010585757,1.60617E-06,5.27244E-09,-0.000260033
975404,2025-02-05,CSFI,102,3345.78,9.4,AXADESCS,8889000,671482.2848,.SPX,881 ,-1.08,-98272.55,734677.40,852.74,-0.77,-97264.41,-0.007109361,3.15749E-06,-3.4369E-08,-0.000113415
975407,2026-02-04,CSFI,128,3345.78,10.5,AXADESCS,33136000,3468098.315,.SPX,"3,487 ",-4.66,-437329.59,3786123.94,3443.44,-5.70,-436823.99,-0.009597587,1.30536E-06,3.13689E-08,-1.52582E-05
980577,2025-02-19,GSFM,103,3373.23,9,AXADESCS,6532000,356492.1728,.SPX,675 ,-0.92,-70742.12,428872.40,672.96,-1.13,-88258.76,-0.011080868,3.88498E-07,3.19786E-08,0.002681666
980580,2026-02-18,CSFI,129,3373.23,10.5,AXADESCS,17529000,1601659.655,.SPX,"2,100 ",-2.58,-222725.18,1799169.15,2000.39,-4.03,-214791.06,-0.011267585,5.69422E-06,8.24777E-08,-0.000452629
989804,2025-03-05,CSFI,104,3023.94,9.9,AXADESCS,9014000,797644.5527,.SPX,894 ,-1.14,-100413.36,866148.26,884.12,-1.18,-96904.77,-0.007599702,1.13259E-06,4.98198E-09,-0.000389238
989807,2026-03-04,CSFI,130,3023.94,10,AXADESCS,23903000,2138595.916,.SPX,"2,338 ",-3.82,-325882.88,2416100.87,2298.02,-2.37,-323413.70,-0.011609629,1.69217E-06,-6.05167E-08,-0.0001033
1005506,2025-03-19,CSFI,105,2409.39,20,AXADESCS,4736000,1252799.848,.SPX,0 ,0.00,-29444.25,1260008.99,0.00,0.00,-28742.95,-0.001522201,0,0,-0.000148079
1005509,2026-03-18,CSFI,131,2409.39,10,AXADESCS,19384000,1457385.775,.SPX,0 ,0.00,-259400.07,1629367.41,0.00,0.00,-247452.75,-0.00887235,0,0,-0.00061635
1013764,2025-04-02,CSFI,106,2526.9,12.1,AXADESCS,4360000,528888.4727,.SPX,0 ,0.00,-42954.40,536543.08,0.00,0.00,-43386.75,-0.001755645,0,-2.35996E-13,9.91616E-05
1013767,2026-04-01,CSFI,132,2526.9,11,AXADESCS,14493000,1482438.617,.SPX,0 ,0.00,-180567.41,1573120.50,0.00,0.00,-183332.73,-0.006256943,0,0,0.000190804
1020939,2026-04-15,CSFI,133,2799.55,11,AXADESCS,13461000,1356084.667,.SPX,28 ,-0.12,-207062.50,1514147.22,15.23,-0.13,-173424.24,-0.011742259,9.69697E-07,8.00464E-10,-0.002498942
1020940,2025-04-16,BOA,107,2799.55,11,AXADESCS,3090000,310088.2867,.SPX,6 ,-0.06,-40192.06,322679.99,4.82,-0.02,-32101.25,-0.004074985,4.23139E-07,-1.29516E-08,-0.002618387
1028830,2026-05-06,CSFI,134,2881.19,11,AXADESCS,17267000,1692408.698,.SPX,116 ,-0.30,-241662.73,1822104.74,97.18,-0.18,-205672.73,-0.007511209,1.07299E-06,-7.0184E-09,-0.002084323
1028831,2025-04-30,CSFI,108,2881.19,12.7,AXADESCS,3327000,423113.2613,.SPX,28 ,-0.11,-33982.48,447035.24,25.74,-0.05,-31893.84,-0.007190255,5.96376E-07,-1.97123E-08,-0.000627783
1035062,2026-05-20,GSFM,135,2948.51,12,AXADESCS,9008000,1051796.493,.SPX,116 ,-0.24,-93085.41,1116636.34,95.19,-0.26,-109030.17,-0.00719803,2.3605E-06,2.04459E-09,0.001770066
1041133,2025-06-04,CSFI,110,3112.35,10.4,AXADESCS,3143000,219822.7443,.SPX,59 ,-0.25,-27140.79,243517.33,55.90,-0.12,-35724.01,-0.007538843,8.92693E-07,-4.27006E-08,0.002730899
1041136,2026-06-03,GSFM,136,3112.35,12,AXADESCS,12720000,1420113.957,.SPX,258 ,-0.87,-161925.28,1512956.95,252.80,-0.66,-148822.57,-0.007298977,3.91002E-07,-1.6534E-08,-0.001030087
1047312,2026-06-17,WMST,137,3115.34,13,AXADESCS,13053000,1711164.088,.SPX,364 ,-0.70,-168694.40,1815750.85,308.48,-0.44,-153017.51,-0.008012469,4.25449E-06,-2.01546E-08,-0.001201018
1047320,2025-06-18,CSFI,111,3115.34,11.7,AXADESCS,3735000,369377.3934,.SPX,84 ,-0.28,-42018.25,379822.01,82.89,-0.08,-38421.13,-0.002796417,4.06244E-07,-5.36647E-08,-0.000963082
1053401,2025-07-02,CSFI,112,3130.01,11.3,AXADESCS,2040000,178385.8362,.SPX,51 ,-0.10,-22787.18,187261.98,46.86,-0.09,-21176.30,-0.004351049,2.06402E-06,-6.65082E-09,-0.000789644
1053404,2026-07-01,CSFI,138,3130.01,13,AXADESCS,11656000,1491877.672,.SPX,338 ,-0.84,-150758.84,1586341.38,319.29,-0.49,-142146.85,-0.008104299,1.6119E-06,-3.04999E-08,-0.000738846
1058375,2026-07-15,BOA,139,3215.57,13,AXADESCS,13289000,1614502.67,.SPX,518 ,-1.92,-165054.29,1725116.64,468.23,-1.10,-164834.57,-0.008323724,3.74642E-06,-6.18763E-08,-1.65337E-05
1058377,2025-07-16,BOA,113,3215.57,10.4,AXADESCS,2260000,148741.6135,.SPX,63 ,0.11,-31356.54,157831.06,58.00,-0.12,-25175.07,-0.004021877,2.07922E-06,1.01207E-07,-0.002735162
1065143,2025-08-06,WMST,115,3349.16,9.2,AXADESCS,8216000,273931.2373,.SPX,285 ,-0.76,-100743.16,307178.59,268.55,-0.42,-97955.51,-0.00404666,2.06115E-06,-4.19799E-08,-0.000339296
1065146,2026-08-05,WMST,141,3349.16,13,AXADESCS,17851000,2015742.661,.SPX,917 ,-1.96,-243154.35,2161859.87,874.63,-2.39,-224004.52,-0.008185379,2.34947E-06,2.43604E-08,-0.00107276
1069047,2025-08-20,CITI,116,3385.51,9,AXADESCS,3680000,94062.95034,.SPX,141 ,-0.20,-45661.81,122043.81,128.02,-0.21,-42798.81,-0.007603495,3.64356E-06,2.3315E-09,-0.00077799
1069048,2026-08-19,CITI,142,3385.51,13,AXADESCS,15487000,1716955.287,.SPX,918 ,-2.65,-207989.03,1815499.21,843.66,-2.00,-195734.74,-0.006363009,4.77859E-06,-4.22258E-08,-0.000791263
1073010,2025-09-03,CSFI,117,3455.06,9.8,AXADESCS,3377000,124336.7114,.SPX,168 ,-0.37,-41522.51,149344.39,158.80,-0.35,-40853.64,-0.007405295,2.71801E-06,-4.05774E-09,-0.000198068
1073011,2026-09-02,CSFI,143,3455.06,12,AXADESCS,15622000,1304709.286,.SPX,968 ,-2.09,-222335.14,1446951.31,912.77,-2.10,-207857.64,-0.009105238,3.543E-06,4.92453E-10,-0.000926738
1078019,2026-09-16,CSFI,144,3357.01,12,AXADESCS,15023000,1343382.442,.SPX,778 ,-1.72,-210321.12,1464641.44,690.75,-1.86,-200158.96,-0.008071557,5.814E-06,9.13939E-09,-0.00067644
1078021,2025-09-17,CSFI,118,3357.01,9.9,AXADESCS,3548000,148906.1004,.SPX,144 ,-0.37,-42813.14,175168.65,134.85,-0.21,-42227.09,-0.007402073,2.47525E-06,-4.41166E-08,-0.000165176
1083838,2025-10-01,CITI,119,3380.8,9.7,AXADESCS,4282000,148772.5614,.SPX,190 ,-0.45,-52667.49,183502.24,174.87,-0.31,-51951.83,-0.00811062,3.62606E-06,-3.22386E-08,-0.000167131
1083841,2026-09-30,CITI,145,3380.8,12,AXADESCS,16975000,1473941.72,.SPX,903 ,-1.80,-238991.37,1591939.66,873.09,-1.90,-226869.20,-0.006951277,1.77426E-06,6.12229E-09,-0.000714119
1086500,2021-05-19,MIDL,5,2040.04,11.8,AXADESCS,13843000,7159777.533,.SPX,253 ,-0.75,-13855.39,7176729.88,225.77,-0.60,-12454.71,-0.001224615,1.93221E-06,-1.06516E-08,-0.000101183
1086547,2021-06-16,MIDL,7,2077.99,11.3,AXADESCS,11127000,5917177.389,.SPX,391 ,-1.14,-19903.94,5951104.85,337.10,-0.87,-17990.13,-0.003049111,4.81239E-06,-2.43809E-08,-0.000171997
1086668,2021-09-15,MIDL,13,2147.26,11,AXADESCS,18430000,9429789.426,.SPX,"1,359 ",-2.49,-63228.41,9534253.20,1267.52,-3.03,-61404.47,-0.005668137,4.97405E-06,2.94612E-08,-9.89656E-05
1086741,2022-01-05,MIDL,21,2269,11.2,AXADESCS,44033000,18032737.94,.SPX,"6,080 ",-9.04,-181964.66,18280440.67,5852.61,-9.71,-182035.05,-0.005625388,5.1592E-06,1.52786E-08,1.59857E-06
1086813,2022-04-06,MIDL,28,2357.49,9.5,AXADESCS,28000000,6603949.197,.SPX,0 ,0.00,-104961.70,6637648.36,0.00,0.00,-108539.53,-0.001203541,0,0,0.00012778
1086911,2022-07-20,MIDL,35,2473.45,8.6,AXADESCS,22523000,6880354.334,.SPX,724 ,-0.34,-134582.18,6943526.23,656.59,-1.84,-132053.73,-0.002804773,3.00043E-06,6.63779E-08,-0.000112261
1086913,2023-07-19,MIDL,61,2473.45,9.5,AXADESCS,45000,14206.21705,.SPX,2 ,0.00,-419.54,14316.37,1.41,0.00,-411.70,-0.002447897,3.65189E-06,2.07838E-08,-0.000174432
1087298,2023-08-02,MIDL,62,2827.22,10.5,AXADESCS,20595000,4769597.16,.SPX,914 ,-1.72,-179692.18,4847725.54,894.31,-2.02,-176189.62,-0.003793561,9.33829E-07,1.43669E-08,-0.000170068
1087494,2023-12-06,MIDL,71,2695.95,11.3,AXADESCS,22406000,6147570.811,.SPX,"2,451 ",-4.36,-207655.46,6258270.81,2367.54,-4.76,-215326.06,-0.004940641,3.70671E-06,1.79835E-08,0.000342346
1087498,2023-12-20,MIDL,72,2467.42,12.6,AXADESCS,18320000,5732050.905,.SPX,"2,390 ",-4.44,-168807.96,5829611.29,2305.31,-3.85,-174547.38,-0.005325349,4.63723E-06,-3.20605E-08,0.000313287
1087499,2024-12-18,MIDL,98,2467.42,12,AXADESCS,20944000,6187510.609,.SPX,"2,569 ",-3.66,-250698.93,6363262.70,2483.04,-3.64,-255414.79,-0.008391524,4.12513E-06,-1.23434E-09,0.000225165
1087537,2024-01-03,MIDL,73,2447.89,12,AXADESCS,14534000,4153604.405,.SPX,"1,865 ",-3.37,-130943.07,4177308.30,1804.57,-3.07,-136083.79,-0.001630927,4.13406E-06,-2.01841E-08,0.000353703
1087538,2024-12-31,MIDL,99,2447.89,12,AXADESCS,15864000,4587415.345,.SPX,"2,020 ",-3.64,-184953.04,4647210.11,1964.99,-3.32,-188617.94,-0.003769211,3.4716E-06,-2.00638E-08,0.00023102
1087549,2024-01-17,MIDL,74,2635.96,10.4,AXADESCS,14721000,3180048.244,.SPX,"1,879 ",-3.06,-131203.68,3222125.43,1769.36,-2.10,-129629.59,-0.002858311,7.44306E-06,-6.53881E-08,-0.000106928
1087583,2025-02-05,MIDL,102,2706.05,12.2,AXADESCS,25723000,7123543.318,.SPX,"3,668 ",-4.20,-300693.03,7321161.02,3527.44,-4.69,-291893.99,-0.007682529,5.46761E-06,1.91054E-08,-0.000342069
1087777,2025-04-30,MIDL,108,2917.52,12,AXADESCS,26268000,3069792.578,.SPX,197 ,-0.84,-262080.61,3203215.70,159.54,-0.57,-281390.06,-0.005079302,1.41836E-06,-1.04635E-08,0.000735094
1088256,2025-11-05,MIDL,121,3085.18,11,AXADESCS,49036000,7994551.717,.SPX,"3,041 ",-6.45,-668395.97,8397790.05,2928.27,-6.08,-654121.71,-0.008223312,2.30852E-06,-7.54156E-09,-0.000291097
1088718,2025-05-14,MIDL,109,2948.51,11,AXADESCS,3196000,291810.3904,.SPX,37 ,-0.10,-35720.79,310267.18,29.91,-0.15,-32690.51,-0.005774966,2.06823E-06,1.61918E-08,-0.000948149
1090853,2026-10-14,WMST,146,3483.34,12,AXADESCS,14024000,1073444.484,.SPX,926 ,-2.22,-195554.86,1191004.86,854.46,-1.27,-191370.40,-0.008382799,5.09969E-06,-6.76591E-08,-0.000298378
1090861,2025-10-15,CITI,120,3483.34,9.1,AXADESCS,2814000,42626.90601,.SPX,136 ,-0.18,-35042.76,70538.87,135.64,-0.34,-34804.82,-0.009918963,2.14081E-07,5.52017E-08,-8.45555E-05
1096761,2025-11-05,BBI,121,3510.45,8.4,AXADESCS,4934000,-5034.234742,.SPX,235 ,-0.34,-61331.75,44830.31,235.70,-0.52,-61610.10,-0.010106312,-2.2751E-07,3.72414E-08,5.64155E-05
1096763,2026-11-04,GSFM,147,3510.45,12,AXADESCS,23907000,1736951.901,.SPX,"1,708 ",-4.85,-336405.49,1949587.24,1518.90,-3.85,-326366.46,-0.008894271,7.90036E-06,-4.18673E-08,-0.00041992
1102334,2025-11-19,CSFI,122,3581.87,8.8,AXADESCS,3053000,-229.7112445,.SPX,182 ,-0.27,-38921.53,29621.92,164.47,-0.36,-38726.34,-0.009777802,5.78054E-06,2.77195E-08,-6.39336E-05
1102336,2026-11-18,BBI,148,3581.87,12,AXADESCS,13867000,910461.431,.SPX,"1,113 ",-2.41,-194612.11,1023405.13,1054.02,-1.84,-191411.58,-0.008144783,4.26646E-06,-4.09414E-08,-0.000230802
1107517,2026-12-02,BBI,149,3666.72,11,AXADESCS,14775000,573073.6493,.SPX,"1,216 ",-2.13,-212415.82,708728.31,1154.43,-1.84,-206825.82,-0.009181365,4.19356E-06,-2.02306E-08,-0.000378342
1107524,2025-12-03,CSFI,123,3666.72,8.1,AXADESCS,3983000,-76536.0648,.SPX,242 ,-0.33,-51055.85,-43097.36,238.94,-0.41,-50632.55,-0.008395356,6.57529E-07,2.24001E-08,-0.000106277
1112451,2026-12-16,CSFI,150,3722.48,11,AXADESCS,15686000,550856.5619,.SPX,"1,399 ",-1.83,-225361.25,674521.72,1382.68,-2.33,-194126.75,-0.007883792,1.0684E-06,3.14129E-08,-0.001991234
1112454,2025-12-17,BBI,124,3722.48,7.9,AXADESCS,3791000,-103722.258,.SPX,255 ,-0.53,-47693.32,-73408.60,241.01,-0.34,-49738.00,-0.007996216,3.64023E-06,-5.26745E-08,0.00053935
1117590,2026-01-07,JPCH,126,3803.79,8,AXADESCS,4687000,-157823.9818,.SPX,357 ,-0.39,-58625.55,-116537.81,346.18,-0.37,-60326.41,-0.008808656,2.34097E-06,-4.64843E-09,0.000362889
1117593,2027-01-06,WMST,152,3803.79,11,AXADESCS,16420000,405105.578,.SPX,"1,614 ",-3.52,-232602.45,567933.84,1593.23,-2.43,-191916.14,-0.009916459,1.2794E-06,-6.67807E-08,-0.002477851
1123412,2027-01-20,CSFI,153,3853.07,10.5,AXADESCS,10920000,70965.62579,.SPX,"1,093 ",-1.68,-153240.10,184424.68,1068.64,-2.00,-153461.26,-0.010390023,2.19083E-06,2.89996E-08,2.02519E-05
1123413,2026-01-21,CSFI,127,3853.07,8.3,AXADESCS,3108000,-110913.3369,.SPX,259 ,-0.46,-38867.30,-80807.38,251.16,-0.42,-38854.20,-0.009686601,2.38995E-06,-1.15054E-08,-4.21471E-06
1128363,2026-02-04,JPCH,128,3871.74,9,AXADESCS,2451000,-63025.11415,.SPX,220 ,-0.40,-30371.09,-33857.56,212.59,-0.40,-28938.40,-0.011900268,3.05455E-06,3.3891E-11,-0.000584533
1128365,2027-02-03,CSFI,154,3871.74,10.5,AXADESCS,10933000,42202.26764,.SPX,"1,103 ",-1.70,-154068.53,153209.60,1087.56,-1.51,-149971.00,-0.010153419,1.36744E-06,-1.7296E-08,-0.000374785
1131566,2026-02-18,CITI,129,3913.97,9.2,AXADESCS,1964000,-52178.22453,.SPX,183 ,-0.38,-24082.93,-37577.82,177.57,-0.35,-24228.17,-0.007434015,2.71213E-06,-1.64874E-08,7.39499E-05
1131568,2027-02-17,GSFM,155,3913.97,10.5,AXADESCS,12326000,-32083.84994,.SPX,"1,266 ",-1.84,-173215.75,134728.08,1223.04,-2.00,-157258.14,-0.013533338,3.50501E-06,1.33418E-08,-0.001294631
1136317,2027-03-03,CSFI,156,3768.47,10.5,AXADESCS,12144000,162167.6539,.SPX,"1,062 ",-1.20,-175939.04,293727.22,1024.30,-1.57,-171593.63,-0.010833298,3.12864E-06,3.02188E-08,-0.000357824
1136319,2026-03-04,SCN,130,3768.47,8.9,AXADESCS,2514000,-47360.36006,.SPX,191 ,-0.27,-32188.62,-24383.43,191.32,-0.14,-31554.50,-0.009139592,-6.27118E-08,-5.21972E-08,-0.000252237
744216,2022-04-20,GSFM,29,61.93,10.1,AXADESCS,787000,80979.58123,EFA.P,25 ,-5.17,-2407.89,80837.71,17.60,-8.53,-2391.72,0.000180271,8.88314E-06,4.27637E-06,-2.05424E-05
746961,2022-05-04,GSFM,30,64.87,9.8,AXADESCS,1915000,192537.2491,EFA.P,376 ,-77.54,-3225.67,193756.92,343.10,-38.21,-6062.24,-0.000636903,1.69861E-05,-2.05363E-05,0.001481242
749771,2022-05-18,GSFM,31,65.35,9.5,AXADESCS,3375000,606439.9112,EFA.P,"1,449 ",-178.43,-12613.05,600914.63,1545.92,-205.17,-12951.24,0.00163712,-2.88271E-05,7.92392E-06,0.000100204
753352,2022-06-01,BOA,32,66.49,9.3,AXADESCS,4554000,656988.2742,EFA.P,"5,608 ",-649.81,-19927.07,651758.76,5591.94,-1012.64,-19075.82,0.001148335,3.43831E-06,7.96734E-05,-0.000186923
758091,2022-06-15,GSFM,33,65.83,9.3,AXADESCS,4571000,479434.9072,EFA.P,"4,443 ",-704.35,-18528.71,470281.88,5114.94,-700.71,-18798.35,0.002002414,-0.000147106,-7.95298E-07,5.89891E-05
762359,2022-07-06,GSFM,34,64.83,9.7,AXADESCS,6154000,646476.3549,EFA.P,"6,556 ",-1213.94,-26256.57,661169.90,6911.02,-728.99,-24844.60,-0.002387642,-5.76855E-05,-7.88024E-05,-0.00022944
764744,2022-07-20,GSFM,35,66.81,9.2,AXADESCS,4231000,349441.7202,EFA.P,"6,715 ",-1021.00,-19375.96,349371.07,6639.71,-704.68,-19021.27,1.66989E-05,1.78659E-05,-7.47637E-05,-8.38317E-05
766952,2023-08-02,CSFI,62,67.37,9.3,AXADESCS,114000,9052.808086,EFA.P,193 ,-26.00,-613.24,9137.65,190.14,-8.26,-715.07,-0.000744196,2.49032E-05,-0.000155612,0.00089316
766954,2022-08-03,CSFI,36,67.37,9,AXADESCS,4110000,331430.6574,EFA.P,"6,780 ",-888.06,-18903.92,328630.87,6600.05,-690.23,-19507.59,0.000681214,4.38271E-05,-4.81326E-05,0.000146879
769144,2022-08-17,CSFI,37,66.01,8.8,AXADESCS,4797000,569863.6676,EFA.P,"9,414 ",-1313.32,-23797.77,572716.12,9581.36,-1045.65,-23333.42,-0.000594632,-3.48785E-05,-5.58002E-05,-9.67989E-05
769146,2023-08-16,CSFI,63,66.01,9,AXADESCS,322000,37226.64175,EFA.P,631 ,-87.27,-1669.54,37221.93,624.48,-80.10,-2069.96,1.46405E-05,2.04425E-05,-2.22676E-05,0.001243531
775252,2022-09-14,CSFI,39,68.18,8.6,AXADESCS,3361000,166764.2601,EFA.P,"7,009 ",-518.69,-16529.63,167894.81,7064.02,-810.66,-16728.62,-0.000336374,-1.6451E-05,8.68698E-05,5.9207E-05
